reader_well,plate_number,well_position,design_id,design_index,scaffold,parent,source_well,ori_family,rate_abs_per_min,fit_intercept_abs,fit_r2,fit_residual_sd,fit_n_points,fit_first_min,fit_last_min,fit_segmented,initial_abs,final_abs,max_abs,max_abs_in_window,n_drop_artifacts,first_drop_min,largest_drop_abs,flag_optical_artifact,flag_above_linear_range,flag_saturated_in_window,qc_pass,rate_corrected_abs_per_min,robust_z,fold_over_background,is_hit,activity_rank
C12,1,F6,ZAPP_i3_AR_pte_0066,66,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_050_af3i2_idx_3_model_aligned_chiseli2_450,P1F6,ORI_05_C9_i_14_model_2,0.06172681580961061,0.42844213589270946,0.9992881312094004,0.006677893712822723,19,2.09999952,14.69999952,False,0.392,3.262,3.262,1.324,0,,0.017999999999999794,False,True,False,True,0.06135338223388484,279.8565064723364,165.29530235636665,True,1
F7,2,C4,ZAPP_i3_AR_pte_0124,124,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_327,P2C4,ORI_11_C9_i_12_model_3,0.045551377501105675,0.2411052860560067,0.9997511138191847,0.002913177682934612,19,2.09999952,14.69999952,False,0.248,3.241,3.241,0.916,0,,0.02999999999999997,False,True,False,True,0.0451779439253799,206.07407605276475,121.97986593084491,True,2
D8,1,H4,ZAPP_i3_AR_pte_0088,88,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__9_1_FS232_chisel_177,P1H4,ORI_05_C9_i_14_model_2,0.034874412144879664,0.28836814201622835,0.9995022279115445,0.0022159893221101365,13,2.09999952,10.49999904,True,0.289,2.138,2.138,0.723,1,11.200000320000001,-0.052000000000000046,True,True,False,False,0.03450097856915389,157.37230745378238,93.38852854112245,False,3
E24,2,B12,ZAPP_i3_AR_pte_0120,120,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_346,P2B12,ORI_11_C9_i_12_model_3,0.02109273139473021,0.19976843163261582,0.9992003465954136,0.0024186244870702932,19,2.09999952,14.69999952,False,0.208,1.645,1.645,0.514,0,,0.012999999999999984,False,False,False,True,0.02071929781900444,94.50873110926992,56.48322155750531,True,4
B18,1,D9,ZAPP_i3_AR_pte_0045,45,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_1_model_aligned_chiseli2_317,P1D9,ORI_05_C9_i_14_model_2,0.01661403474775342,0.21423158725948058,0.9999344885327601,0.0005450784593627474,19,2.09999952,14.69999952,False,0.214,1.242,1.242,0.459,0,,0.009999999999999953,False,False,False,True,0.01624060117202765,74.07966344362369,44.48993295652079,True,5
G5,2,E3,ZAPP_i3_AR_pte_0147,147,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_164_chiseli2_243,P2E3,ORI_02_C6_i_9_model_1,0.014984962102621808,0.2744421127330381,0.9994336113593655,0.0014459289624759021,19,2.09999952,14.69999952,False,0.275,1.236,1.236,0.496,0,,-0.0010000000000000009,False,False,False,True,0.014611528526896036,66.64883302064516,40.12751685088408,True,6
H1,2,G1,ZAPP_i3_AR_pte_0169,169,7,ZAPP_p1D1_rotP_1_ORI_10_C3_i_38_model_2__eV2_T0_10__15_1_FS108_chisel_120_chiseli2_418,P2G1,ORI_10_C3_i_38_model_2,0.014090225272872254,0.18264211233539962,0.999687633618855,0.0010095525633650806,19,2.09999952,14.69999952,False,0.186,1.086,1.086,0.391,0,,0.008999999999999952,False,False,False,True,0.013716791697146482,62.56759227614466,37.73154367677775,True,7
C17,1,E9,ZAPP_i3_AR_pte_0057,57,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__10_1_FS232_chisel_261_af3i2_idx_0_model_aligned_chiseli2_487,P1E9,ORI_05_C9_i_14_model_2,0.01387218016918975,0.19378948060840637,0.9998076180039204,0.0007799732874755886,19,2.09999952,14.69999952,False,0.196,1.053,1.053,0.399,0,,0.00799999999999998,False,False,False,True,0.013498746593463978,61.57300422332363,37.147651070820366,True,8
A22,1,B11,ZAPP_i3_AR_pte_0023,23,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_202_af3i2_idx_2_model_aligned_chiseli2_149,P1B11,ORI_05_C9_i_14_model_2,0.012313282958126004,0.21751579561673548,0.9988127665411695,0.0017207227357757674,19,2.09999952,14.69999952,False,0.22,0.982,0.982,0.4,0,,0.0050000000000000044,False,False,False,True,0.011939849382400232,54.462271097402784,32.9731544202875,True,9
B13,1,C7,ZAPP_i3_AR_pte_0031,31,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_1_model_aligned_chiseli2_414,P1C7,ORI_05_C9_i_14_model_2,0.010636591261112062,0.1912842158473076,0.9995813326660411,0.0008823460719645706,19,2.09999952,14.69999952,False,0.192,0.862,0.862,0.348,0,,0.0050000000000000044,False,False,False,True,0.01026315768538629,46.81423176081439,28.483221521899146,True,10
A9,1,A5,ZAPP_i3_AR_pte_0005,5,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_3_model_aligned_chiseli2_103,P1A5,ORI_05_C9_i_14_model_2,0.008533834411532498,0.18426316216687053,0.9995797014280571,0.0007092926683546707,19,2.09999952,14.69999952,False,0.187,0.729,0.729,0.311,0,,0.0050000000000000044,False,False,False,True,0.008160400835806726,37.22274447098888,22.852349028731293,True,11
F11,2,C6,ZAPP_i3_AR_pte_0126,126,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_chiseli2_326,P2C6,ORI_11_C9_i_12_model_3,0.00681704246248697,0.17305263502765397,0.999656798999458,0.0005119833359798415,19,2.09999952,14.69999952,False,0.173,0.598,0.598,0.274,0,,-0.009000000000000008,False,False,False,True,0.006443608886761198,29.39179237501194,18.255033573877174,True,12
G1,2,E1,ZAPP_i3_AR_pte_0145,145,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__FS125_chisel_035_af3i2_idx_4_model_aligned_chiseli2_027,P2E1,ORI_02_C6_i_9_model_1,0.0061904760614317055,0.16573684522231955,0.9990338631011694,0.0007803048287541275,19,2.09999952,14.69999952,False,0.168,0.594,0.594,0.258,0,,0.003999999999999976,False,False,False,True,0.0058170424857059335,26.53378067805568,16.57718122801479,True,13
G11,2,E6,ZAPP_i3_AR_pte_0150,150,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_445_af3i2_idx_3_model_aligned_chiseli2_071,P2E6,ORI_02_C6_i_9_model_1,0.005902255517168799,0.16900000296262818,0.9995106993128429,0.0005293259821142267,19,2.09999952,14.69999952,False,0.17,0.556,0.556,0.257,0,,0.003999999999999948,False,False,False,True,0.005528821941443027,25.219095298470776,15.805369149513956,True,14
C24,1,F12,ZAPP_i3_AR_pte_0072,72,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__7_1_FS232_chisel_498_af3i2_idx_1_model_aligned_chiseli2_253,P1F12,ORI_05_C9_i_14_model_2,0.005340852020746547,0.1791894763587247,0.9997492458446309,0.00034284679021643114,19,2.09999952,14.69999952,False,0.179,0.508,0.508,0.258,0,,0.002999999999999975,False,False,False,True,0.004967418445020775,22.658316813086568,14.302013444737923,True,15
F9,2,C5,ZAPP_i3_AR_pte_0125,125,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_325,P2C5,ORI_11_C9_i_12_model_3,0.005142857040230594,0.16985263413003293,0.9984122929237866,0.0008312768737229548,19,2.09999952,14.69999952,False,0.17,0.497,0.497,0.245,0,,0.0010000000000000009,False,False,False,True,0.004769423464504822,21.755185126963312,13.771812109383575,True,16
E6,2,B3,ZAPP_i3_AR_pte_0111,111,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_017,P2B3,ORI_11_C9_i_12_model_3,0.004669172833883155,0.1593052655183099,0.9990699469207607,0.0005774400283173348,19,2.09999952,14.69999952,False,0.16,0.508,0.508,0.229,0,,0.001999999999999974,False,False,False,True,0.004295739258157383,19.594528251452022,12.503355716765883,True,17
F21,2,C11,ZAPP_i3_AR_pte_0131,131,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_145,P2C11,ORI_11_C9_i_12_model_3,0.004503759307990227,0.16474737066043257,0.9990560791198115,0.0005611242680455807,19,2.09999952,14.69999952,False,0.166,0.487,0.487,0.232,0,,0.0020000000000000018,False,False,False,True,0.004130325732264455,18.840013181635715,12.060402708131226,True,18
C2,1,F1,ZAPP_i3_AR_pte_0061,61,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_050_af3i2_idx_3_model_aligned_chiseli2_412,P1F1,ORI_05_C9_i_14_model_2,0.0042857141937248655,0.16042105481180885,0.99909797046386,0.0005219640139391978,19,2.09999952,14.69999952,False,0.161,0.441,0.441,0.224,0,,0.0020000000000000018,False,False,False,True,0.0039122806179990935,17.845425080542178,11.476510073834515,True,19
B19,1,C10,ZAPP_i3_AR_pte_0034,34,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__7_1_FS232_chisel_040_af3i2_idx_1_model_aligned_chiseli2_431,P1C10,ORI_05_C9_i_14_model_2,0.0040225563055909935,0.23336842309097,0.9927108125826263,0.001397144515206455,19,2.09999952,14.69999952,False,0.234,0.464,0.464,0.292,0,,-0.0020000000000000018,False,False,False,True,0.0036491227298652215,16.645060169231567,10.771812089400678,True,20
F3,2,C2,ZAPP_i3_AR_pte_0122,122,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_012,P2C2,ORI_11_C9_i_12_model_3,0.003887217963905208,0.16613684406405113,0.9993357418926903,0.0004062212429661455,19,2.09999952,14.69999952,False,0.167,0.425,0.425,0.224,0,,0.001999999999999974,False,False,False,True,0.003513784388179436,16.027729646986533,10.409395985217346,True,21
F19,2,C10,ZAPP_i3_AR_pte_0130,130,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_058_af3i2_idx_1_model_aligned_chiseli2_179,P2C10,ORI_11_C9_i_12_model_3,0.0038265299925029903,0.46196428975860077,0.8712375468057634,0.002724448369198081,8,2.09999952,6.999999839999999,True,0.471,0.492,0.515,0.509,13,2.09999952,-0.02400000000000002,True,False,False,False,0.0034530964167772183,15.750908336683322,10.246882554858896,False,22
A23,1,A12,ZAPP_i3_AR_pte_0012,12,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_494,P1A12,ORI_05_C9_i_14_model_2,0.003538847047700414,0.18058947543523263,0.994227356515834,0.0010929928535361425,19,2.09999952,14.69999952,False,0.182,0.426,0.426,0.233,0,,-0.0010000000000000009,False,False,False,True,0.003165413471974642,14.438675156168324,9.476510088367467,True,23
C16,1,F8,ZAPP_i3_AR_pte_0068,68,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__3_1_FS232_chisel_325_af3i2_idx_3_model_aligned_chiseli2_007,P1F8,ORI_05_C9_i_14_model_2,0.003333333265162867,0.16700000166736875,0.9991414466623633,0.0003960590171931285,19,2.09999952,14.69999952,False,0.167,0.373,0.373,0.216,0,,0.0010000000000000009,False,False,False,True,0.002959899689437095,13.501247305921646,8.926174510914024,True,24
G21,2,E11,ZAPP_i3_AR_pte_0155,155,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__7_1_FS125_chisel_257,P2E11,ORI_02_C6_i_9_model_1,0.003205513714915828,0.1605473700579916,0.999011271071491,0.0004087540623854996,19,2.09999952,14.69999952,False,0.161,0.371,0.371,0.208,0,,0.0010000000000000009,False,False,False,True,0.002832080139190056,12.918212899527576,8.583892620490484,True,25
A14,1,B7,ZAPP_i3_AR_pte_0019,19,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_3_model_aligned_chiseli2_284,P1B7,ORI_05_C9_i_14_model_2,0.00318295733191622,0.16205263314146454,0.999467085300838,0.00029791092803777464,19,2.09999952,14.69999952,False,0.163,0.365,0.365,0.209,0,,0.001999999999999974,False,False,False,True,0.002809523756190448,12.815324512366486,8.523489955958325,True,26
E20,2,B10,ZAPP_i3_AR_pte_0118,118,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_039,P2B10,ORI_11_C9_i_12_model_3,0.0029448620925848186,0.15689473833681072,0.9974172789935287,0.0006074020891899219,19,2.09999952,14.69999952,False,0.158,0.398,0.398,0.201,0,,0.0010000000000000009,False,False,False,True,0.0025714285168590466,11.72928003591087,7.88590604597203,True,27
B4,1,D2,ZAPP_i3_AR_pte_0038,38,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_064,P1D2,ORI_05_C9_i_14_model_2,0.0029096637353187354,0.7858014725055962,0.8463920970534383,0.004275995872028853,16,2.09999952,12.600000000000001,True,0.782,0.179,0.821,0.821,2,13.299999840000002,-0.6549999999999999,True,False,False,False,0.0025362301595929634,11.568726714490051,7.79165004020802,False,28
G7,2,E4,ZAPP_i3_AR_pte_0148,148,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_272,P2E4,ORI_02_C6_i_9_model_1,0.002746867111254797,0.16813684348337826,0.9991648779531154,0.00032188820293930413,19,2.09999952,14.69999952,False,0.169,0.341,0.341,0.208,0,,0.0010000000000000009,False,False,False,True,0.002373433535529025,10.826148346074334,7.355704708437727,True,29
F12,2,D6,ZAPP_i3_AR_pte_0138,138,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__FS209_chisel_355,P2D6,ORI_02_C2_i_24_model_0,0.002538847068341507,0.1676210538807949,0.998529699902822,0.0003948844723829865,19,2.09999952,14.69999952,False,0.167,0.327,0.327,0.205,0,,0.0010000000000000009,False,False,False,True,0.002165413492615735,9.87728847288894,6.798657735601926,True,30
G15,2,E8,ZAPP_i3_AR_pte_0152,152,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_272_chiseli2_217,P2E8,ORI_02_C6_i_9_model_1,0.002215538802295937,0.15833684320939642,0.9985637255546426,0.0003405816149992828,19,2.09999952,14.69999952,False,0.159,0.307,0.307,0.191,0,,0.0009999999999999731,False,False,False,True,0.001842105226570165,8.40255442311441,5.932885916832773,True,31
A1,1,A1,ZAPP_i3_AR_pte_0001,1,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_3_model_aligned_chiseli2_078,P1A1,ORI_05_C9_i_14_model_2,0.002125313237463558,0.15904210634540905,0.9982564252006288,0.0003600254466518249,19,2.09999952,14.69999952,False,0.159,0.297,0.297,0.191,0,,0.0009999999999999731,False,False,False,True,0.0017518796617377861,7.991000724701717,5.691275170779678,True,32
D11,1,G6,ZAPP_i3_AR_pte_0078,78,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c02_r1_af3i2_idx_4_model_aligned_chiseli2_087,P1G6,ORI_05_C9_i_14_model_2,0.002047619004630348,0.16095789577042843,0.998726694907748,0.00029634873422393565,19,2.09999952,14.69999952,False,0.161,0.296,0.296,0.191,0,,0.0009999999999999454,False,False,False,True,0.0016741854289045758,7.636607278373636,5.483221482296496,True,33
E10,2,B5,ZAPP_i3_AR_pte_0113,113,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_3_model_aligned_chiseli2_390,P2B5,ORI_11_C9_i_12_model_3,0.0018596490816273532,0.16027368516718343,0.9980494491628225,0.00033323040678523555,19,2.09999952,14.69999952,False,0.161,0.284,0.284,0.188,0,,0.0009999999999999454,False,False,False,True,0.0014862155059015814,6.77920375703298,4.979865771343957,True,34
A15,1,A8,ZAPP_i3_AR_pte_0008,8,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_103_af3i2_idx_2_model_aligned_chiseli2_184,P1A8,ORI_05_C9_i_14_model_2,0.001839598961445699,0.16296842195959815,0.9984728880274548,0.00029160936983653734,19,2.09999952,14.69999952,False,0.163,0.276,0.276,0.19,0,,0.0,False,False,False,True,0.001466165385719927,6.687747403950471,4.926174508734036,True,35
C14,1,F7,ZAPP_i3_AR_pte_0067,67,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c00_r2_af3i2_idx_4_model_aligned_chiseli2_226,P1F7,ORI_05_C9_i_14_model_2,0.001774436057626753,0.15588421138290798,0.9980169674770597,0.00032060281117889594,19,2.09999952,14.69999952,False,0.156,0.281,0.281,0.182,0,,0.0009999999999999731,False,False,False,True,0.001401002481900981,6.390514196091698,4.7516778698276365,True,36
G17,2,E9,ZAPP_i3_AR_pte_0153,153,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_164,P2E9,ORI_02_C6_i_9_model_1,0.0017443608660930288,0.16076842192928242,0.9944081777901872,0.0005302023944498087,19,2.09999952,14.69999952,False,0.161,0.272,0.272,0.186,0,,0.0,False,False,False,True,0.0013709272903672568,6.253329615101051,4.671140945756808,True,37
A6,1,B3,ZAPP_i3_AR_pte_0015,15,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_202_af3i2_idx_1_model_aligned_chiseli2_437,P1B3,ORI_05_C9_i_14_model_2,0.0016992480835411618,0.16388421139316528,0.9974482465685106,0.0003483709821748746,19,2.09999952,14.69999952,False,0.165,0.288,0.288,0.189,0,,0.0,False,False,False,True,0.0013258145078153898,6.047552765275827,4.550335572366936,True,38
E4,2,B2,ZAPP_i3_AR_pte_0110,110,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_058,P2B2,ORI_11_C9_i_12_model_3,0.0016365914430828726,0.15793684294191082,0.9973079775538488,0.00034464817571454315,19,2.09999952,14.69999952,False,0.157,0.267,0.267,0.182,0,,0.0,False,False,False,True,0.0012631578673571006,5.761751593971114,4.382550336836051,True,39
B5,1,C3,ZAPP_i3_AR_pte_0027,27,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_2_model_aligned_chiseli2_025,P1C3,ORI_05_C9_i_14_model_2,0.0016140350554702317,0.16038947448518584,0.9981612524439542,0.0002807919673907954,19,2.09999952,14.69999952,False,0.16,0.267,0.267,0.184,0,,0.0,False,False,False,True,0.00124060147974446,5.6588631857681975,4.322147659950872,True,40
B9,1,C5,ZAPP_i3_AR_pte_0029,29,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_202_af3i2_idx_0_model_aligned_chiseli2_360,P1C5,ORI_05_C9_i_14_model_2,0.0015413533499010462,0.15952631657757044,0.9982185246798602,0.0002639309489239469,19,2.09999952,14.69999952,False,0.16,0.259,0.259,0.182,0,,0.0009999999999999731,False,False,False,True,0.0011679197741752741,5.327333815023753,4.127516779672022,True,41
E18,2,B9,ZAPP_i3_AR_pte_0117,117,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_076,P2B9,ORI_11_C9_i_12_model_3,0.0015012531013970818,0.17470526391499186,0.98957747159188,0.0006244915661756991,19,2.09999952,14.69999952,False,0.176,0.268,0.268,0.197,0,,-0.0010000000000000009,False,False,False,True,0.0011278195256713098,5.144421071726057,4.020134232652705,True,42
H4,2,H2,ZAPP_i3_AR_pte_0182,182,9,ZAPP_p1D1_rotP_0_ORI_04_C2_i_19_model_7__eV2_T0_10__12_1_FS138_chisel_226_af3i2_idx_3_model_aligned_chiseli2_388,P2H2,ORI_04_C2_i_19_model_7,0.0014965986516728214,0.4298095241943643,0.5359912981580242,0.002578912831614968,8,7.6999996799999995,12.600000000000001,True,0.441,0.52,0.52,0.457,7,2.09999952,-0.02899999999999997,True,False,False,False,0.0011231650759470496,5.123190326297597,4.007670303250496,False,43
E14,2,B7,ZAPP_i3_AR_pte_0115,115,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_476_af3i2_idx_0_model_aligned_chiseli2_381,P2B7,ORI_11_C9_i_12_model_3,0.0014812029771451003,0.16729473758370259,0.995272696077972,0.00041377220097904793,19,2.09999952,14.69999952,False,0.167,0.275,0.275,0.189,0,,0.0,False,False,False,True,0.0011077694014193285,5.052964700077212,3.9664429591430483,True,44
C7,1,E4,ZAPP_i3_AR_pte_0052,52,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_050_af3i2_idx_2_model_aligned_chiseli2_471,P1E4,ORI_05_C9_i_14_model_2,0.0013784460868260654,0.15915789542863498,0.9944115709431262,0.0004188539229640254,19,2.09999952,14.69999952,False,0.159,0.25,0.25,0.18,0,,0.0,False,False,False,True,0.0010050125111002936,4.584250779285999,3.6912751729595863,False,45
C13,1,E7,ZAPP_i3_AR_pte_0055,55,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_199_af3i2_idx_3_model_aligned_chiseli2_466,P1E7,ORI_05_C9_i_14_model_2,0.0013784460862833626,0.15921052701214106,0.9953932202787218,0.00038010377667414147,19,2.09999952,14.69999952,False,0.159,0.255,0.255,0.18,0,,0.0,False,False,False,True,0.0010050125105575906,4.584250776810521,3.691275171506308,False,46
F15,2,C8,ZAPP_i3_AR_pte_0128,128,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_3_model_aligned_chiseli2_391,P2C8,ORI_11_C9_i_12_model_3,0.0013684210233432996,0.16508421122175565,0.989366784257551,0.0005750219242479487,19,2.09999952,14.69999952,False,0.165,0.254,0.254,0.185,0,,0.0,False,False,False,True,0.0009949874476175278,4.538522587272801,3.6644295325715146,False,47
F23,2,C12,ZAPP_i3_AR_pte_0132,132,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_3_model_aligned_chiseli2_328,P2C12,ORI_11_C9_i_12_model_3,0.0013634084949938573,0.1699684217214027,0.9934071859121454,0.0004502034073904775,19,2.09999952,14.69999952,False,0.17,0.267,0.268,0.19,0,,-0.0010000000000000009,False,False,False,True,0.0009899749192680855,4.515658506738155,3.651006721460595,False,48
G3,2,E2,ZAPP_i3_AR_pte_0146,146,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__3_1_FS125_chisel_445,P2E2,ORI_02_C6_i_9_model_1,0.0012706766724992764,0.17248421110516515,0.8973921335486672,0.001741587394554457,19,2.09999952,14.69999952,False,0.172,0.222,0.222,0.192,0,,-0.0050000000000000044,False,False,False,True,0.0008972430967735045,4.092672797764258,3.402684587291605,False,49
F13,2,C7,ZAPP_i3_AR_pte_0127,127,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_2_model_aligned_chiseli2_234,P2C7,ORI_11_C9_i_12_model_3,0.001127819528520531,0.16252631633082726,0.9923551944253353,0.0004012363536788865,19,2.09999952,14.69999952,False,0.163,0.236,0.236,0.179,0,,0.0,False,False,False,True,0.000754385952794759,3.4410461101579957,3.020134240282498,False,50
F22,2,D11,ZAPP_i3_AR_pte_0143,143,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__eV2_T0_10__11_1_FS209_chisel_314,P2D11,ORI_02_C2_i_24_model_0,0.001100250606045929,0.15849473737582292,0.9953568882034295,0.0003045915070658967,19,2.09999952,14.69999952,False,0.158,0.226,0.226,0.175,0,,0.0,False,False,False,True,0.0007268170303201571,3.315293591714316,2.9463087348468355,False,51
E22,2,B11,ZAPP_i3_AR_pte_0119,119,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_3_model_aligned_chiseli2_326,P2B11,ORI_11_C9_i_12_model_3,0.001062656612761968,0.16460000059127206,0.9833497297586892,0.0005604806286938149,19,2.09999952,14.69999952,True,0.646,0.264,0.65,0.181,1,2.09999952,-0.482,True,False,False,False,0.0006892230370361961,3.1438128478380114,2.845637569403566,False,52
G18,2,F9,ZAPP_i3_AR_pte_0165,165,7,ZAPP_p1D1_rotP_1_ORI_10_C3_i_38_model_2__eV2_T0_10__15_1_FS108_chisel_120_af3i2_idx_1_model_aligned_chiseli2_144,P2F9,ORI_10_C3_i_38_model_2,0.0010325814290975395,0.1612210531768075,0.993352053346727,0.000342395061490756,19,2.09999952,14.69999952,False,0.161,0.23,0.23,0.176,0,,0.0,False,False,False,True,0.0006591478533717676,3.0066283027422664,2.7651006664055506,False,53
B20,1,D10,ZAPP_i3_AR_pte_0046,46,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_202_af3i2_idx_0_model_aligned_chiseli2_309,P1D10,ORI_05_C9_i_14_model_2,0.0010250626352166002,0.1601789478850433,0.9942998089006004,0.0003145918368202038,19,2.09999952,14.69999952,False,0.16,0.223,0.223,0.175,0,,0.0,False,False,False,True,0.0006516290594908283,2.972332175751518,2.7449664461059258,False,54
F6,2,D3,ZAPP_i3_AR_pte_0135,135,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_4_model_aligned_chiseli2_353,P2D3,ORI_11_C9_i_12_model_3,0.001017543835908555,0.16166315842834048,0.9932272779616037,0.00034058181105255813,19,2.09999952,14.69999952,False,0.161,0.228,0.228,0.177,0,,0.0,False,False,False,True,0.000644110260182783,2.93803602400564,2.7248322112733123,False,55
